RFC del Vendedor;Nombre;Apaterno;Amaterno;Correo electronico;Genero del Vendedor;Telefono;Anio_Nacimiento
JUOP882559;Sandra   ;Cano     ;Caballero;mcww@gmail.com   ;Hombre   ;5556620838     ;1980
JUOP882560;Marco    ;Antonio  ;Moya     ;anaw@outlook.com ;True     ;4777810603     ;1980
JUOP882561;Antonio  ;Ramirez  ;Leon     ;eaxi@outlook.com ;Mujer    ;8717059191     ;1950
JUOP882562;Mariana  ;Saez     ;Gimenez  ;rsrb@yahoo.com   ;Hombre   ;4777810603     ;1980
JUOP882563;Estrella ;Ferrer   ;Roman    ;ygjj@yahoo.com   ;Mujer    ;5552802034     ;1980
JUOP882564;Jose     ;Maria    ;Caballero;agiu@yahoo.com   ;True     ;9999275577     ;1985
JUOP882565;Brenda   ;Lozano   ;Ramirez  ;acvu@gmail.com   ;True     ;5552802034     ;1985
JUOP882566;Jose     ;Maria    ;Caballero;jsvc@gmail.com   ;True     ;5552924400     ;1963
JUOP882567;Jesus    ;Esteban  ;Gonzalez ;kaeb@outlook.com ;Hombre   ;2296883911     ;1980
JUOP882568;Antonio  ;Ramirez  ;Leon     ;prwh@yahoo.com   ;Mujer    ;5552802034     ;1980
JUOP882569;Paola    ;Moya     ;Garrido  ;erjk@hotmail.com ;Hombre   ;5585907777     ;1980
JUOP882570;Maria    ;De       ;Los      ;agvr@hotmail.com ;True     ;9999275577     ;1980
JUOP882571;Ana      ;Paola    ;Lopez    ;sfsa@yahoo.com   ;Mujer    ;3336404854     ;1980
JUOP882572;Aaron    ;Torres   ;Sanz     ;rstd@outlook.com ;False    ;8183638949     ;1999
JUOP882573;Juan     ;Jose     ;Dominguez;mscd@outlook.com ;Mujer    ;2222987777     ;1969
JUOP882574;Aaron    ;Torres   ;Sanz     ;arum@outlook.com ;False    ;9981932800     ;1988
JUOP882575;Samantha ;Campos   ;Santiago ;fsnl@yahoo.com   ;Mujer    ;5552802034     ;1980
JUOP882576;Alexander;Fuentes  ;Hernandez;kmhm@hotmail.com ;Mujer    ;5552802034     ;1980
JUOP882577;Jose     ;Antonio  ;Leon     ;fso10@gmail.com  ;Mujer    ;8183638949     ;1950
JUOP882578;Israel   ;Ibanez   ;Serrano  ;sr10r@outlook.com;False    ;9981932800     ;1980
JUOP882579;Gabriela ;Perez    ;Duran    ;jifu@outlook.com ;Hombre   ;8183638949     ;1980
JUOP882580;Sergio   ;Fernandez;Cano     ;agvd@yahoo.com   ;True     ;8717059191     ;1985
JUOP882581;Israel   ;Carmona  ;Serrano  ;gsxj@gmail.com   ;False    ;5552924400     ;1985
JUOP882582;Paola    ;Moya     ;Garrido  ;caxt@outlook.com ;Hombre   ;5585907777     ;1963
JUOP882583;Jazmin   ;Herrera  ;Santana  ;mfgb@outlook.com ;False    ;2222987777     ;1980
JUOP882584;David    ;Rojas    ;Marin    ;fmbl@yahoo.com   ;Hombre   ;5556620838     ;1980
JUOP882585;Mayte    ;Martinez ;Marquez  ;rbuv@outlook.com ;Mujer    ;8183638949     ;1980
JUOP882586;Brenda   ;Lozano   ;Ramirez  ;lrry@gmail.com   ;True     ;9999275577     ;1980
JUOP882587;Luis     ;Antonio  ;Soto     ;atw10@yahoo.com  ;False    ;9981932800     ;1980
JUOP882588;Israel   ;Carmona  ;Serrano  ;rcvp@outlook.com ;False    ;5552924400     ;1980
JUOP882589;David    ;Marin    ;Prieto   ;lacn@gmail.com   ;Mujer    ;4777810603     ;1980
JUOP882590;Maria    ;Jose     ;Garrido  ;jpfy@outlook.com ;True     ;5552802034     ;1980
JUOP882591;Sergio   ;Fernandez;Cano     ;vpie@gmail.com   ;True     ;4777810603     ;1980
JUOP882592;Maria    ;De       ;Los      ;vmkv@yahoo.com   ;True     ;9981932800     ;1999
JUOP882593;Luis     ;Antonio  ;Soto     ;jmh10@outlook.com;Hombre   ;8183638949     ;1969
JUOP882594;Arturo   ;Duran    ;Fuentes  ;xrvj@outlook.com ;Hombre   ;5585907777     ;1988
JUOP882595;Alexa    ;Jimenez  ;Lorenzo  ;ijfe@yahoo.com   ;Hombre   ;9999275577     ;1980
JUOP882596;Ximena   ;Ferrer   ;Nieto    ;eheo@outlook.com ;True     ;4777810603     ;1980
JUOP882597;Elizabeth;Gallego  ;Marquez  ;rosd@yahoo.com   ;Mujer    ;5585907777     ;1950
JUOP882598;Samantha ;Campos   ;Santiago ;pctb@gmail.com   ;Mujer    ;9999275577     ;1980
JUOP882599;Israel   ;Carmona  ;Serrano  ;acak@hotmail.com ;False    ;5556620838     ;1980
JUOP882600;Alexa    ;Jimenez  ;Lorenzo  ;mraf@hotmail.com ;Hombre   ;8717059191     ;1985
JUOP882601;Elizabeth;Gallego  ;Marquez  ;xbbd@gmail.com   ;Mujer    ;5585907777     ;1985
JUOP882602;Alexa    ;Jimenez  ;Lorenzo  ;vdgt@gmail.com   ;Hombre   ;9981932800     ;1963
JUOP882603;Jose     ;Maria    ;Caballero;msfz@gmail.com   ;True     ;9981932800     ;1980
JUOP882604;Cesar    ;Vargas   ;Nieto    ;sijd@hotmail.com ;Hombre   ;5552924400     ;1980
JUOP882605;Luis     ;Eduardo  ;Dominguez;avqq@outlook.com ;False    ;2222987777     ;1980
JUOP882606;Miriam   ;Montero  ;Blanco   ;vshy@hotmail.com ;Hombre   ;2222987777     ;1980
JUOP882607;Paola    ;Moya     ;Garrido  ;kvpe@gmail.com   ;Hombre   ;8183638949     ;1980
JUOP882608;Karla    ;Molina   ;Cruz     ;xm10u@yahoo.com  ;Hombre   ;5556620838     ;1980
JUOP882609;Luis     ;Antonio  ;Soto     ;cdpy@outlook.com ;False    ;9981932800     ;1980
JUOP882610;Eduardo  ;Soto     ;Garcia   ;imst@yahoo.com   ;Mujer    ;4777810603     ;1980
JUOP882611;Cesar    ;Vargas   ;Nieto    ;jlau@outlook.com ;Hombre   ;3336404854     ;1980
JUOP882612;Francisco;Ortega   ;Ferrer   ;osqo@hotmail.com ;True     ;4777810603     ;1999
JUOP882613;Sergio   ;Fernandez;Cano     ;mfmi@hotmail.com ;True     ;2296883911     ;1969
JUOP882614;Adrian   ;Vicente  ;Munoz    ;jryq@outlook.com ;Hombre   ;3336404854     ;1988
JUOP882615;Juan     ;Jose     ;Dominguez;jplo@gmail.com   ;Mujer    ;5552802034     ;1980
JUOP882616;Ana      ;Maria    ;Rubio    ;dgbk@outlook.com ;True     ;3336404854     ;1980
JUOP882617;Mauricio ;Sanz     ;Jimenez  ;scky@gmail.com   ;Mujer    ;2296883911     ;1950
JUOP882618;Luis     ;Eduardo  ;Dominguez;nfai@hotmail.com ;False    ;5552802034     ;1980
JUOP882619;Sandra   ;Gonzalez ;Diez     ;advu@yahoo.com   ;Hombre   ;5556620838     ;1980
JUOP882620;Juan     ;Jose     ;Dominguez;jctf@outlook.com ;Mujer    ;5552802034     ;1985
JUOP882621;Emilio   ;Munoz    ;Lorenzo  ;ddui@gmail.com   ;Mujer    ;2296883911     ;1985
JUOP882622;Maria    ;Cano     ;Lozano   ;dpoz@yahoo.com   ;Mujer    ;2222987777     ;1963
JUOP882623;Adrian   ;Vicente  ;Munoz    ;agsr@gmail.com   ;Hombre   ;2296883911     ;1980
JUOP882624;Antonio  ;Ramirez  ;Leon     ;jgnu@outlook.com ;Mujer    ;2296883911     ;1980
JUOP882625;Emilio   ;Munoz    ;Lorenzo  ;rtii@yahoo.com   ;Mujer    ;5556620838     ;1980
JUOP882626;Eduardo  ;Soto     ;Garcia   ;sgjl@yahoo.com   ;Mujer    ;8717059191     ;1980
JUOP882627;Cesar    ;Vargas   ;Nieto    ;fnza@gmail.com   ;Hombre   ;8717059191     ;1980
JUOP882628;Luis     ;Angel    ;Alvarez  ;gci10@outlook.com;Hombre   ;2222987777     ;1999
JUOP882629;Luis     ;Angel    ;Alvarez  ;fc10t@yahoo.com  ;Hombre   ;9999275577     ;1969
JUOP882630;Ana      ;Paola    ;Lopez    ;lmsu@outlook.com ;Mujer    ;5585907777     ;1980
JUOP882631;Paola    ;Moya     ;Garrido  ;lfmr@hotmail.com ;Hombre   ;5585907777     ;1980
JUOP882632;Ana      ;Maria    ;Rubio    ;jfxh@gmail.com   ;True     ;3336404854     ;1980
JUOP882633;Jazmin   ;Herrera  ;Santana  ;jcrd@hotmail.com ;False    ;2296883911     ;1980
JUOP882634;Vanessa  ;Garcia   ;Cabrera  ;esgp@outlook.com ;Hombre   ;8183638949     ;1980
JUOP882635;Samuel   ;Santos   ;Ortega   ;jgzw@gmail.com   ;False    ;9981932800     ;1999
JUOP882636;Alexander;Fuentes  ;Hernandez;lcnv@yahoo.com   ;Mujer    ;9999275577     ;1969
JUOP882637;Lizbeth  ;Medina   ;Lorenzo  ;jdwz@yahoo.com   ;Hombre   ;2222987777     ;1988
JUOP882638;Israel   ;Carmona  ;Serrano  ;ksea@outlook.com ;False    ;5552802034     ;1980
JUOP882639;Arturo   ;Duran    ;Fuentes  ;fmxf@outlook.com ;Hombre   ;5552802034     ;1980
JUOP882640;Mariana  ;Saez     ;Gimenez  ;jmck@hotmail.com ;Hombre   ;2296883911     ;1950
JUOP882641;Israel   ;Ibanez   ;Serrano  ;vswt@yahoo.com   ;False    ;2296883911     ;1980
JUOP882642;Adrian   ;Vicente  ;Munoz    ;acle@hotmail.com ;Hombre   ;4777810603     ;1980
JUOP882643;Brenda   ;Lozano   ;Ramirez  ;srmx@yahoo.com   ;True     ;8717059191     ;1985
JUOP882644;Estrella ;Ferrer   ;Roman    ;lrjo@gmail.com   ;Mujer    ;9981932800     ;1985
JUOP882645;Miriam   ;Montero  ;Blanco   ;jcqw@hotmail.com ;Hombre   ;9999275577     ;1963
JUOP882646;Maria    ;Jose     ;Garrido  ;emcz@yahoo.com   ;True     ;9999275577     ;1980
JUOP882647;Mariana  ;Saez     ;Gimenez  ;vcur@outlook.com ;Hombre   ;5585907777     ;1980
JUOP882648;Jesus    ;Esteban  ;Gonzalez ;jliq@hotmail.com ;Hombre   ;3336404854     ;1980
JUOP882649;David    ;Rojas    ;Marin    ;ccwv@yahoo.com   ;Hombre   ;4777810603     ;1980
JUOP882650;Liliana  ;Marin    ;Gomez    ;lmyg@outlook.com ;False    ;5552802034     ;1980
JUOP882651;David    ;Rojas    ;Marin    ;apvt@hotmail.com ;Hombre   ;8717059191     ;1999
JUOP882652;Miriam   ;Montero  ;Blanco   ;jgrn@hotmail.com ;Hombre   ;2222987777     ;1969
JUOP882653;Maria    ;De       ;Jesus    ;xh10z@gmail.com  ;Mujer    ;9999275577     ;1988
JUOP882654;Isabel   ;Gil      ;Benitez  ;aggf@outlook.com ;Hombre   ;9999275577     ;1980
JUOP882655;Diego    ;Suarez   ;Carrasco ;vrjf@outlook.com ;Hombre   ;5585907777     ;1980
JUOP882656;Jose     ;Antonio  ;Leon     ;mmcu@yahoo.com   ;Mujer    ;9981932800     ;1980
JUOP882657;Alexander;Fuentes  ;Hernandez;jrjw@gmail.com   ;Mujer    ;9999275577     ;1980
JUOP882658;Mauricio ;Sanz     ;Jimenez  ;fcpa@hotmail.com ;Mujer    ;8717059191     ;1980
JUOP882659;Ana      ;Maria    ;Rubio    ;ssvh@gmail.com   ;True     ;5556620838     ;1980
JUOP882660;Sandra   ;Gonzalez ;Diez     ;jdls@yahoo.com   ;Hombre   ;5552802034     ;1980
JUOP882661;Miriam   ;Montero  ;Blanco   ;nrxk@hotmail.com ;Hombre   ;9981932800     ;1999
JUOP882662;Israel   ;Ibanez   ;Serrano  ;emcp@hotmail.com ;False    ;8183638949     ;1969
JUOP882663;Brenda   ;Lozano   ;Ramirez  ;jcqv@gmail.com   ;True     ;2296883911     ;1988
JUOP882664;Melissa  ;Pena     ;Sanchez  ;cmim@hotmail.com ;False    ;8717059191     ;1980
JUOP882665;Alexander;Fuentes  ;Hernandez;mmzx@gmail.com   ;Mujer    ;4777810603     ;1980
JUOP882666;Juan     ;Jose     ;Dominguez;assm@yahoo.com   ;Mujer    ;2222987777     ;1950
JUOP882667;Antonio  ;Ramirez  ;Leon     ;ocnr@hotmail.com ;Mujer    ;8183638949     ;1980
JUOP882668;Danna    ;Paola    ;Dominguez;cmco@gmail.com   ;Mujer    ;5552924400     ;1980
JUOP882669;Rodrigo  ;Vega     ;Moreno   ;jcul@outlook.com ;True     ;9999275577     ;1985
JUOP882670;Valentina;Parra    ;Castillo ;fixq@hotmail.com ;Mujer    ;4777810603     ;1985
JUOP882671;Luis     ;Eduardo  ;Dominguez;ks10m@yahoo.com  ;False    ;9981932800     ;1963
JUOP882672;Ana      ;Karen    ;Ortega   ;lhmj@hotmail.com ;Mujer    ;9999275577     ;1980
JUOP882673;Aaron    ;Torres   ;Sanz     ;igf10@hotmail.com;False    ;5556620838     ;1980
JUOP882674;Miguel   ;Mendez   ;Ramirez  ;smau@hotmail.com ;False    ;3336404854     ;1980
JUOP882675;David    ;Rojas    ;Marin    ;lmkt@outlook.com ;Hombre   ;9999275577     ;1980
JUOP882676;Luis     ;Angel    ;Alvarez  ;amex@outlook.com ;Hombre   ;5556620838     ;1980
JUOP882677;Maria    ;De       ;Jesus    ;gmtc@gmail.com   ;Mujer    ;0000000000     ;1999
JUOP882678;Luis     ;Antonio  ;Soto     ;jpdp@hotmail.com ;False    ;0000000000     ;1969
JUOP882679;Luis     ;Eduardo  ;Dominguez;mdun@hotmail.com ;False    ;0000000000     ;1988
JUOP882680;Elizabeth;Gallego  ;Marquez  ;lg10s@yahoo.com  ;Mujer    ;0000000000     ;1980
JUOP882681;Rodrigo  ;Vega     ;Moreno   ;cszo@yahoo.com   ;True     ;0000000000     ;1980
JUOP882682;Jose     ;Maria    ;Caballero;mrxt@yahoo.com   ;True     ;0000000000     ;1950
JUOP882683;Paola    ;Moya     ;Garrido  ;amdg@gmail.com   ;Hombre   ;0000000000     ;1980
JUOP882684;Kevin    ;Rodriguez;Arias    ;aicg@hotmail.com ;Mujer    ;0000000000     ;1980
JUOP882685;Eduardo  ;Soto     ;Garcia   ;jae10@hotmail.com;Mujer    ;0000000000     ;1980
JUOP882686;Mauricio ;Sanz     ;Jimenez  ;yihx@hotmail.com ;Mujer    ;0000000000     ;1980
JUOP882687;Melissa  ;Pena     ;Sanchez  ;aptl@yahoo.com   ;False    ;0000000000     ;1980
JUOP882688;Antonio  ;Ramirez  ;Leon     ;envh@yahoo.com   ;Mujer    ;0000000000     ;1980
JUOP882689;Jazmin   ;Herrera  ;Santana  ;moxg@gmail.com   ;False    ;5552802034     ;1999
JUOP882690;Luis     ;Angel    ;Alvarez  ;jred@outlook.com ;Hombre   ;2222987777     ;1969
JUOP882691;Jose     ;Angel    ;Mendez   ;jpue@outlook.com ;False    ;8183638949     ;1988
JUOP882692;Cesar    ;Vargas   ;Nieto    ;msen@outlook.com ;Hombre   ;9981932800     ;1980
JUOP882693;Luis     ;Alberto  ;Diez     ;smeu@yahoo.com   ;Hombre   ;2222987777     ;1980
JUOP882694;Mayte    ;Martinez ;Marquez  ;jjcs@hotmail.com ;Mujer    ;9999275577     ;1950
JUOP882695;Dana     ;Paola    ;Vazquez  ;msvd@hotmail.com ;True     ;5552802034     ;1980
JUOP882696;Valentina;Parra    ;Castillo ;clnc@yahoo.com   ;Mujer    ;3336404854     ;1980
JUOP882697;Gabriela ;Perez    ;Duran    ;flwu@yahoo.com   ;Hombre   ;9981932800     ;1985
JUOP882698;Jose     ;Antonio  ;Leon     ;avfq@outlook.com ;Mujer    ;2222987777     ;1985
JUOP882699;Jose     ;Guadalupe;Santos   ;jpob@yahoo.com   ;True     ;5552924400     ;1963
JUOP882700;Jesus    ;Esteban  ;Gonzalez ;jmai@yahoo.com   ;Hombre   ;5585907777     ;1980
JUOP882701;Diego    ;Suarez   ;Carrasco ;adaj@yahoo.com   ;Hombre   ;5585907777     ;1980
JUOP882702;Marco    ;Antonio  ;Moya     ;jhrl@yahoo.com   ;True     ;4777810603     ;1980
JUOP882703;Ana      ;Maria    ;Rubio    ;vgop@outlook.com ;True     ;9999275577     ;1980
JUOP882704;Jaqueline;Navarro  ;Gallardo ;pavr@yahoo.com   ;Hombre   ;4777810603     ;1980
JUOP882705;Alexa    ;Jimenez  ;Lorenzo  ;dgpq@hotmail.com ;Hombre   ;8183638949     ;1999
JUOP882706;Marco    ;Antonio  ;Moya     ;jmka@gmail.com   ;True     ;4777810603     ;1969
JUOP882707;Cesar    ;Vargas   ;Nieto    ;amqu@hotmail.com ;Hombre   ;5556620838     ;1988
JUOP882708;Lizbeth  ;Medina   ;Lorenzo  ;jmaz@gmail.com   ;Hombre   ;5552802034     ;1980
JUOP882709;Lizbeth  ;Medina   ;Lorenzo  ;liay@hotmail.com ;Hombre   ;5552802034     ;1980
JUOP882710;Maria    ;De       ;Los      ;eoww@hotmail.com ;True     ;4777810603     ;1950
JUOP882711;Oscar    ;Ortiz    ;Flores   ;imzi@gmail.com   ;True     ;9999275577     ;1980
JUOP882712;Ana      ;Maria    ;Rubio    ;jdke@hotmail.com ;True     ;3336404854     ;1980
JUOP882713;Israel   ;Ibanez   ;Serrano  ;mpwv@outlook.com ;False    ;2296883911     ;1985
JUOP882714;Miriam   ;Montero  ;Blanco   ;apyq@outlook.com ;Hombre   ;2222987777     ;1985
JUOP882715;Alexa    ;Jimenez  ;Lorenzo  ;mvhi@outlook.com ;Hombre   ;9999275577     ;1963
JUOP882716;Elizabeth;Gallego  ;Marquez  ;jc10d@outlook.com;Mujer    ;2222987777     ;1980
JUOP882717;Jaqueline;Navarro  ;Gallardo ;jgdg@gmail.com   ;Hombre   ;9981932800     ;1980
JUOP882718;Maria    ;Cano     ;Lozano   ;yopa@yahoo.com   ;Mujer    ;2296883911     ;1980
JUOP882719;Samantha ;Campos   ;Santiago ;vpms@yahoo.com   ;Mujer    ;2296883911     ;1980
JUOP882720;Lizbeth  ;Medina   ;Lorenzo  ;afpp@hotmail.com ;Hombre   ;9981932800     ;1980
JUOP882721;Danna    ;Paola    ;Dominguez;scxn@hotmail.com ;Mujer    ;9999275577     ;1999
JUOP882722;Miriam   ;Montero  ;Blanco   ;mm10i@yahoo.com  ;Hombre   ;9999275577     ;1969
JUOP882723;David    ;Marin    ;Prieto   ;mvze@outlook.com ;Mujer    ;8717059191     ;1988
JUOP882724;Fernanda ;Rubio    ;Reyes    ;scqs@hotmail.com ;Hombre   ;4777810603     ;1980
JUOP882725;Sandra   ;Cano     ;Caballero;mgrb@outlook.com ;Hombre   ;5552802034     ;1980
JUOP882726;Jose     ;Guadalupe;Santos   ;smwo@gmail.com   ;True     ;8717059191     ;1950
JUOP882727;Samuel   ;Santos   ;Ortega   ;mgib@gmail.com   ;False    ;8183638949     ;1980
JUOP882728;Samuel   ;Santos   ;Ortega   ;jgla@gmail.com   ;Mujer    ;8183638949     ;1980
JUOP882729;Rebeca   ;Mendez   ;Lozano   ;ehir@hotmail.com ;False    ;5552924400     ;1985
JUOP882730;Adrian   ;Vicente  ;Munoz    ;jlap@yahoo.com   ;Hombre   ;2222987777     ;1985
JUOP882731;Kevin    ;Rodriguez;Arias    ;rrpc@outlook.com ;Mujer    ;3336404854     ;1963
JUOP882732;Miguel   ;Mendez   ;Ramirez  ;acdc@outlook.com ;False    ;5585907777     ;1980
JUOP882733;Samuel   ;Santos   ;Ortega   ;esy10@hotmail.com;False    ;8717059191     ;1980
JUOP882734;Maria    ;De       ;Jesus    ;ssen@outlook.com ;Mujer    ;9999275577     ;1980
JUOP882735;Maria    ;Jose     ;Garrido  ;ejfh@yahoo.com   ;True     ;2222987777     ;1980
JUOP882736;Ana      ;Karen    ;Ortega   ;oodi@gmail.com   ;Mujer    ;9981932800     ;1980
JUOP882737;Marco    ;Antonio  ;Moya     ;jdtf@hotmail.com ;True     ;8717059191     ;1999
JUOP882738;Sandra   ;Gonzalez ;Diez     ;jruh@outlook.com ;Hombre   ;5552802034     ;1969
JUOP882739;Marco    ;Antonio  ;Moya     ;jag10@outlook.com;True     ;2296883911     ;1988
JUOP882740;Eduardo  ;Soto     ;Garcia   ;iswa@hotmail.com ;Mujer    ;5556620838     ;1980
JUOP882741;Melissa  ;Pena     ;Sanchez  ;jvmd@outlook.com ;False    ;8717059191     ;1980
JUOP882742;Maria    ;Jose     ;Garrido  ;shcj@outlook.com ;True     ;5552924400     ;1950
JUOP882743;Elizabeth;Gallego  ;Marquez  ;kggi@outlook.com ;Mujer    ;4777810603     ;1980
JUOP882744;Maria    ;Cano     ;Lozano   ;lmwz@yahoo.com   ;Mujer    ;3336404854     ;1980
JUOP882745;Luis     ;Antonio  ;Soto     ;mmoa@hotmail.com ;False    ;2296883911     ;1985
JUOP882746;Jose     ;Angel    ;Pascual  ;avhv@gmail.com   ;Mujer    ;9999275577     ;1980
JUOP882747;Juan     ;Jose     ;Dominguez;dmmk@hotmail.com ;Mujer    ;8717059191     ;1980
JUOP882748;Israel   ;Ibanez   ;Serrano  ;ehvy@hotmail.com ;False    ;9999275577     ;1980
JUOP882749;Natalia  ;Soler    ;Pastor   ;pfvt@gmail.com   ;Hombre   ;2222987777     ;1980
JUOP882750;Ana      ;Paola    ;Lopez    ;fa10b@gmail.com  ;Mujer    ;5552802034     ;1980
JUOP882751;Karla    ;Molina   ;Cruz     ;dgql@yahoo.com   ;Hombre   ;4777810603     ;1999
JUOP882752;Rafael   ;Sanz     ;Pena     ;agsh@yahoo.com   ;Mujer    ;3336404854     ;1969
JUOP882753;Luis     ;Angel    ;Alvarez  ;jseq@gmail.com   ;Hombre   ;8717059191     ;1988
JUOP882754;Arturo   ;Duran    ;Fuentes  ;gauv@outlook.com ;Hombre   ;5552802034     ;1980
JUOP882755;Diego    ;Suarez   ;Carrasco ;apfq@hotmail.com ;Hombre   ;9999275577     ;1980
JUOP882756;Antonio  ;Ramirez  ;Leon     ;stcd@outlook.com ;Mujer    ;3336404854     ;1950
JUOP882757;Luis     ;Alberto  ;Diez     ;kmee@gmail.com   ;Hombre   ;3336404854     ;1980
JUOP882758;Luis     ;Angel    ;Alvarez  ;mvhg@yahoo.com   ;Hombre   ;4777810603     ;1980
JUOP882759;Elizabeth;Gallego  ;Marquez  ;jpuc@yahoo.com   ;Mujer    ;9981932800     ;1985
JUOP882760;David    ;Rojas    ;Marin    ;dejr@hotmail.com ;Hombre   ;4777810603     ;1985
JUOP882761;Miguel   ;Mendez   ;Ramirez  ;jrmu@yahoo.com   ;False    ;5552802034     ;1963
JUOP882762;Maria    ;Jose     ;Garrido  ;egvf@yahoo.com   ;True     ;3336404854     ;1980
JUOP882763;Paola    ;Moya     ;Garrido  ;jmth@gmail.com   ;Hombre   ;8183638949     ;1980
JUOP882764;Antonio  ;Ramirez  ;Leon     ;lmlk@outlook.com ;Mujer    ;5552802034     ;1980
JUOP882765;Rafael   ;Sanz     ;Pena     ;ggsb@yahoo.com   ;Mujer    ;9999275577     ;1980
JUOP882766;Liliana  ;Marin    ;Gomez    ;lnez@outlook.com ;False    ;3336404854     ;1980
JUOP882767;Arturo   ;Duran    ;Fuentes  ;eeon@outlook.com ;Hombre   ;9999275577     ;1999
JUOP882768;Maria    ;Jose     ;Garrido  ;sgbx@hotmail.com ;True     ;8183638949     ;1969
JUOP882769;Maria    ;Cano     ;Lozano   ;lcun@outlook.com ;Mujer    ;3336404854     ;1988
JUOP882770;Rodrigo  ;Vega     ;Moreno   ;svc10@gmail.com  ;Mujer    ;3336404854     ;1980
JUOP882771;Jose     ;Angel    ;Pascual  ;jfc10@hotmail.com;True     ;9999275577     ;1980
JUOP882772;Jaqueline;Navarro  ;Gallardo ;uhoh@outlook.com ;Hombre   ;3336404854     ;1950
JUOP882773;Israel   ;Carmona  ;Serrano  ;frat@outlook.com ;False    ;5552924400     ;1980
JUOP882774;Samuel   ;Santos   ;Ortega   ;jpud@outlook.com ;False    ;5552802034     ;1980
JUOP882775;Vanessa  ;Garcia   ;Cabrera  ;lizj@outlook.com ;Hombre   ;8183638949     ;1985
JUOP882776;Antonio  ;Ramirez  ;Leon     ;lsxi@yahoo.com   ;Mujer    ;9999275577     ;1985
JUOP882777;Kevin    ;Rodriguez;Arias    ;mral@outlook.com ;Mujer    ;2222987777     ;1963
JUOP882778;Jose     ;Guadalupe;Santos   ;mmlp@yahoo.com   ;True     ;5556620838     ;1980
JUOP882779;Lizbeth  ;Medina   ;Lorenzo  ;rspi@outlook.com ;Hombre   ;2222987777     ;1980
JUOP882780;Jose     ;Antonio  ;Leon     ;mpxt@hotmail.com ;Mujer    ;2296883911     ;1980
JUOP882781;Liliana  ;Marin    ;Gomez    ;mjrq@outlook.com ;False    ;9999275577     ;1980
JUOP882782;Danna    ;Paola    ;Dominguez;evnb@yahoo.com   ;Mujer    ;9981932800     ;1980
JUOP882783;Mayte    ;Martinez ;Marquez  ;nekm@hotmail.com ;Mujer    ;9999275577     ;1980
JUOP882784;Brenda   ;Lozano   ;Ramirez  ;mcri@yahoo.com   ;True     ;3336404854     ;1980
JUOP882785;Jose     ;Antonio  ;Leon     ;isgy@hotmail.com ;Mujer    ;5585907777     ;1980
JUOP882786;Karla    ;Molina   ;Cruz     ;poba@yahoo.com   ;Hombre   ;9981932800     ;1980
JUOP882787;Brenda   ;Lozano   ;Ramirez  ;apqu@hotmail.com ;True     ;9999275577     ;1999
JUOP882788;Luis     ;Alberto  ;Diez     ;jryq@hotmail.com ;Hombre   ;4777810603     ;1969
JUOP882789;Lizbeth  ;Medina   ;Lorenzo  ;emuz@hotmail.com ;Hombre   ;9981932800     ;1988
JUOP882790;Luis     ;Alberto  ;Diez     ;kcpd@outlook.com ;Hombre   ;8183638949     ;1980
JUOP882791;Alexa    ;Jimenez  ;Lorenzo  ;nrps@gmail.com   ;Hombre   ;5552802034     ;1980
JUOP882792;Arturo   ;Duran    ;Fuentes  ;jsrv@gmail.com   ;Hombre   ;4777810603     ;1950
JUOP882793;Lizbeth  ;Medina   ;Lorenzo  ;snxv@outlook.com ;Hombre   ;5552924400     ;1980
JUOP882794;Maria    ;Cano     ;Lozano   ;arsn@hotmail.com ;Mujer    ;5552924400     ;1980
JUOP882795;Jose     ;Antonio  ;Leon     ;jdps@outlook.com ;Mujer    ;5556620838     ;1985
JUOP882796;Rafael   ;Sanz     ;Pena     ;fgbo@gmail.com   ;Mujer    ;5552924400     ;1985
JUOP882797;Kevin    ;Rodriguez;Arias    ;amwe@yahoo.com   ;Mujer    ;4777810603     ;1963
JUOP882798;Jose     ;Angel    ;Mendez   ;cchb@yahoo.com   ;False    ;5556620838     ;1980
JUOP882799;Luis     ;Alberto  ;Diez     ;jglf@yahoo.com   ;Hombre   ;9981932800     ;1980
JUOP882800;Ximena   ;Ferrer   ;Nieto    ;avds@outlook.com ;True     ;9999275577     ;1980
JUOP882801;Paola    ;Moya     ;Garrido  ;mmat@gmail.com   ;Hombre   ;3336404854     ;1980
JUOP882802;Luis     ;Angel    ;Alvarez  ;jlzl@yahoo.com   ;Hombre   ;5552802034     ;1980
JUOP882803;Mariana  ;Saez     ;Gimenez  ;aslb@gmail.com   ;Hombre   ;9981932800     ;1980
JUOP882804;Rodrigo  ;Vega     ;Moreno   ;mrom@gmail.com   ;True     ;2222987777     ;1980
JUOP882805;Dana     ;Paola    ;Vazquez  ;mcmt@hotmail.com ;True     ;8183638949     ;1980
JUOP882806;Maria    ;Cano     ;Lozano   ;jdrq@hotmail.com ;Mujer    ;5585907777     ;1980
JUOP882807;Arturo   ;Duran    ;Fuentes  ;rmms@hotmail.com ;Hombre   ;5552924400     ;1999
JUOP882808;Maria    ;De       ;Los      ;maii@gmail.com   ;True     ;8717059191     ;1969
JUOP882809;Elizabeth;Gallego  ;Marquez  ;jvqp@hotmail.com ;Mujer    ;5552802034     ;1988
JUOP882810;Sandra   ;Gonzalez ;Diez     ;dbur@gmail.com   ;Hombre   ;8717059191     ;1980
